type,count
"Map_FB_Forest_N0_1001_A1_C",2
"Map_DP_Forest_N0_2002_A1_C",2
"Map_TP_Forest_N0_2003_B1_C",2
"Map_TP_Forest_N0_1001_A1_C",2
"Map_FP_Forest_N0_1001_A1_C",2
"Map_TP_Forest_N0_2003_D1_C",2
"Map_TP_Forest_N0_2002_A1_C",2
"Map_TP_Forest_N0_2001_A1_C",2
"Map_DP_Forest_N0_2002_B1_C",2
"Map_DP_Forest_N0_2009_A1_C",2
"Map_DP_Forest_N0_1003_A1_C",2
"Map_FB_Forest_N0_1001_B1_C",2
"Map_TP_Forest_N0_2001_D1_C",2
"Map_TP_Forest_N0_2001_C1_C",2
"Map_DP_Forest_N0_1003_B1_C",2
"Map_TP_Forest_N0_2001_B1_C",2
"Map_TP_Forest_N0_2003_C1_C",2
"Map_TP_Forest_N0_1001_B1_C",2
"Map_FP_Forest_N0_2001_A1_C",2
"Map_DP_Forest_N0_2001_A1_C",2
"Map_TP_Forest_N0_2002_B1_C",2
"Map_DP_Forest_N0_1001_A1_C",2
"Map_DP_Forest_N0_2001_B1_C",2
"LightSparkleBP_C",2
"Map_DP_Forest_N0_1001_B1_C",2
"Map_DP_Forest_N0_1002_B1_C",2
"Map_FP_Forest_N0_1002_A1_C",2
"Map_DP_Forest_N0_1009_A1_C",2
"Map_DP_Forest_N0_1002_A1_C",2
"Map_HP_Forest_N0_1009_A1_C",2
"Map_TP_Forest_N0_2003_A1_C",2
"Map_DP_Ragasa_N0_0004_A1_C",2
"Map_DP_Ragasa_N0_0003_A1_C",2
"Map_DP_Ragasa_N0_0006_B1_C",2
"Map_HP_Ragasa_N0_0003_A1_C",2
"Map_HP_Ragasa_N0_0005_A1_C",2
"Map_DP_Ragasa_N0_0005_A1_C",2
"Map_HP_Ragasa_N0_0001_A1_C",2
"Map_DB_Ragasa_N0_0006_A1_C",2
"Map_HP_Ragasa_N0_0004_A1_C",2
"Map_DP_Ragasa_N0_0002_A1_C",2
"Map_DB_QPSWilderness_N0_1002_A2_C",2
"Map_DB_QPSWilderness_N0_1002_A1_C",2
"Map_FB_QPSWilderness_N0_1001_A1_C",2
"Map_DB_QPSWilderness_N0_1001_A1_C",2
"Map_EV_Krosa_N0_1001_A1_C",2
"Map_BB_Krosa_N0_1001_F1_C",2
"Map_BB_Krosa_N0_1001_G1_C",2
"Map_DP_QPSIsland_N0_1001_A1_C",2
"BP_LamppostRot_C_C",2
"Map_DB_QPSIsland_N0_1001_A1_C",2
"Map_FB_QPSIsland_N0_1001_A1_C",2
"Map_TB_QPSIsland_N0_1001_A1_C",2
"Map_DP_OblSea_N0_1001_C1_C",2
"Map_DP_OblSea_N0_1001_B1_C",2
"Map_DP_OblSea_N0_1001_D1_C",2
"Map_TP_OblSea_N0_2002_A1_C",2
"Map_DP_OblSea_N0_1001_A1_C",2
"Map_EV_QPSGacha_N0_0001_A1_C",2
"Map_EV_Tower1_N0_0002_B3_C",2
"Map_FB_QPSDesert_N0_1001_A1_C",2
"Map_DB_QPSDesert_N0_1001_A1_C",2
"Map_TB_QPSDesert_N0_1001_A1_C",2
"Map_EV_Sea1_N0_2001_A1_C",2
"Map_TP_Plain_N0_0001_F8_C",2
"Map_DP_Plain_N0_0004_C3_C",2
"Map_DP_Plain_N0_1003_A1_C",2
"Map_DP_Plain_N0_2009_A1_C",2
"Map_TP_Plain_N0_0001_F7_C",2
"Map_TP_Plain_N0_0001_F2_C",2
"Map_TP_Plain_N0_0001_F5_C",2
"Map_DP_Plain_N0_0002_A1_C",2
"BPI_Bernstein_Temple_Fence_Base_C_SideGlow_C",2
"Map_TP_Plain_N0_2002_B1_C",2
"Map_TP_Plain_N0_0001_E1_C",2
"Map_TP_Plain_N0_0001_F1_C",2
"Map_TP_Plain_N0_1001_B1_C",2
"Map_TP_Plain_N0_0001_C2_C",2
"BPI_Obj_Priestess_Censer_A_C",2
"Map_DP_Plain_N0_1009_A1_C",2
"Map_DP_Plain_N0_0004_C1_C",2
"BPI_Obj_BigTree_A_C",2
"BPI_Obj_BigTree_B_C",2
"Map_BB_Plain_N0_0003_B1_C",2
"Map_DP_Plain_N0_1001_B1_C",2
"Map_TP_Plain_N0_2001_B1_C",2
"Map_TP_Plain_N0_2001_C1_C",2
"Map_HP_Plain_N0_0001_H3_C",2
"Map_TP_Plain_N0_0001_H1_C",2
"BPI_Obj_Float_BigTree_A_C",2
"Map_TP_Plain_N0_0001_D5_C",2
"Map_HP_Plain_N0_0001_H1_C",2
"Map_TP_Plain_N0_0001_D1_C",2
"Map_TP_Plain_N0_2001_D1_C",2
"Map_TP_Plain_N0_0001_G1_C",2
"Map_DB_Plain_N0_0004_C1_C",2
"Map_TB_Plain_N0_0002_A1_C",2
"BPI_Obj_BigTree_C_C",2
"Map_FP_Plain_N0_0001_A1_C",2
"Map_TP_Plain_N0_0001_F6_C",2
"Map_HP_Plain_N0_0001_H4_C",2
"Map_DB_Plain_N0_0001_H1_C",2
"Map_BB_Plain_N0_0005_A1_C",2
"Map_TP_Plain_N0_0001_D8_C",2
"Map_DP_Plain_N0_1002_B1_C",2
"Map_TP_Plain_N0_0001_D6_C",2
"Map_TP_Plain_N0_0001_D7_C",2
"Map_TP_Plain_N0_2001_A1_C",2
"BPI_Deck_A_C",2
"Map_TP_Plain_N0_2002_A1_C",2
"Map_EV_Plain_N0_0001_A1_C",2
"Map_FP_Plain_N0_1001_A1_C",2
"Map_DB_Plain_N0_0004_A1_C",2
"Map_BB_Plain_N0_0004_A1_C",2
"Map_DP_Plain_N0_1001_A1_C",2
"Map_TP_Plain_N0_0001_D2_C",2
"BPI_Bernstein_Temple_Fence_Base_A_White_C",2
"BPI_Bernstein_Temple_Fence_Base_C_White_SideGlow_C",2
"BPI_Bernstein_Temple_Fence_Base_E_White_C",2
"Map_TP_Plain_N0_0001_D3_C",2
"Map_TP_Plain_N0_0001_C1_C",2
"Map_HP_Plain_N0_0001_H2_C",2
"Map_TP_Plain_N0_0001_A1_C",2
"BPI_Obj_Com_Room_Staires_10_C",2
"Map_EV_Plain_N0_1001_B1_C",2
"Map_TP_Plain_N0_0001_B1_C",2
"Map_HP_Plain_N0_1009_A1_C",2
"Map_DB_Plain_N0_0002_A1_C",2
"Map_EV_Plain_N0_1001_A1_C",2
"Map_TP_Plain_N0_1001_C1_C",2
"Map_TP_Plain_N0_0001_D4_C",2
"Map_FP_Plain_N0_2001_B1_C",2
"Map_EV_Plain_N0_0001_C1_C",2
"Map_DP_Plain_N0_1002_A1_C",2
"Map_FP_Plain_N0_1002_A1_C",2
"Map_FB_Plain_N0_1001_A1_C",2
"Map_TP_Plain_N0_0001_F4_C",2
"Map_FP_Plain_N0_2001_A1_C",2
"Map_DP_Plain_N0_0004_C2_C",2
"Map_TP_Plain_N0_1001_A1_C",2
"Map_TP_Plain_N0_0001_F3_C",2
"Map_EV_Other_N0_2050_A1_C",2
"Map_EV_Other_N0_2061_A1_C",2
"Map_BB_Other_N0_1005_A1_C",2
"BPI_Obj_Lamp_Castle_Wall_A_SR2_on2_C",2
"Map_EV_Other_N0_2031_A1_C",2
"Map_EV_Other_N0_2010_A1_C",2
"ShipAnimation_Blueprint4_C",2
"ShipAnimation_Blueprint5_C",2
"Map_BB_Other_N0_1003_A1_C",2
"Map_DB_Other_C0_0001_A1_C",2
"Map_BB_Other_N0_1001_A1_C",2
"Map_EV_Other_N0_0020_A1_C",2
"Map_EV_Other_N0_2036_A1_C",2
"Map_EV_Other_N0_2041_A1_C",2
"Map_BB_Other_N0_2002_B1_C",2
"Map_EV_Gacha_N0_0002_B1_C",2
"Map_DB_Other_R0_0005_A1_C",2
"Map_EV_Other_N0_2011_A1_C",2
"BP_LastBattle_A_C",2
"Map_EV_Other_N0_1012_A1_C",2
"Map_EV_Other_N0_2013_A1_C",2
"Map_EV_Other_N0_1005_A1_C",2
"Map_EV_Other_N0_2027_A1_C",2
"Map_BB_Other_N0_2003_B1_C",2
"Map_EV_Other_N0_2024_A1_C",2
"Map_BB_Other_N0_1004_A1_C",2
"Map_DB_Other_R0_0002_B1_C",2
"Map_EV_Other_N0_2021_A1_C",2
"Map_EV_Other_N0_0100_A1_C",2
"Map_EV_Other_N0_2009_A1_C",2
"Map_EV_Other_N0_2018_A1_C",2
"Map_EV_Other_N0_2040_A1_C",2
"Map_EV_Other_N0_2017_A1_C",2
"Map_EV_Other_N0_1001_A1_C",2
"Map_EV_Other_N0_2001_A1_C",2
"Map_HP_Other_N0_5001_C1_C",2
"Map_DB_Other_H1_0002_B1_C",2
"Map_EV_Other_N0_1009_A1_C",2
"Map_EV_Other_N0_0071_A1_C",2
"Map_EV_Other_N0_2055_A1_C",2
"Map_DB_Other_H1_0005_A1_C",2
"Map_DB_Other_R0_0003_A1_C",2
"Map_EV_Other_N0_0011_B1_C",2
"Map_DB_Other_N0_5001_A1_C",2
"Map_EV_Other_N0_0040_B1_C",2
"Map_DB_Other_C0_0002_B1_C",2
"Map_EV_Other_N0_2001_C1_C",2
"Map_EV_Other_N0_0041_B1_C",2
"Map_TB_Other_N0_2050_A1_C",2
"Map_BB_Other_N0_2001_A1_C",2
"Map_EV_Other_N0_2014_A1_C",2
"Map_BB_Other_N0_1002_A1_C",2
"Map_EV_Other_N0_0030_B1_C",2
"Map_EV_Other_N0_0031_A1_C",2
"Map_EV_Other_N0_2037_A1_C",2
"Map_BB_Other_N0_2005_A1_C",2
"Map_EV_Other_N0_1007_A1_C",2
"Map_DB_Other_H1_0003_A1_C",2
"Map_EV_Other_N0_0061_B1_C",2
"Map_EV_Other_N0_2042_A1_C",2
"Map_EV_Other_N0_0010_B1_C",2
"Map_DB_Other_C2_0001_A1_C",2
"Map_EV_Other_N0_1006_A1_C",2
"Map_DB_Other_C3_0003_A1_C",2
"Map_EV_Other_N0_0040_A1_C",2
"Map_EV_Gacha_N0_0001_A1_C",2
"Map_DB_Other_H1_0004_A1_C",2
"Map_EV_Other_N0_1003_A1_C",2
"Map_EV_Other_N0_2022_A1_C",2
"Map_EV_Other_N0_0020_B1_C",2
"Map_EV_Other_N0_2053_A1_C",2
"BPI_Break_Rotato_C_C",2
"Map_EV_Other_N0_1010_B1_C",2
"Map_EV_Other_N0_2038_A1_C",2
"Map_DB_Other_R0_0004_A1_C",2
"Map_EV_Gacha_N0_0001_B1_C",2
"Map_BB_Other_N0_2007_A1_C",2
"Map_DB_Other_H3_0001_A1_C",2
"Map_EV_Other_N0_2019_A1_C",2
"Map_DP_Other_N0_5001_A1_C",2
"Map_EV_Other_N0_2001_D1_C",2
"Map_DB_Other_C3_0001_A1_C",2
"Map_EV_Other_N0_0003_A1_C",2
"BP_LastBattle_B_C",2
"Map_EV_Other_N0_0001_A1_C",2
"Map_EV_Other_N0_0010_A1_C",2
"Map_EV_Other_N0_0004_A1_C",2
"Map_EV_Other_N0_1004_A1_C",2
"Map_EV_Other_N0_2012_A1_C",2
"Map_EV_Other_N0_0080_A1_C",2
"Map_EV_Other_N0_2005_B1_C",2
"Map_EV_Other_N0_2001_B1_C",2
"Map_DB_Other_C1_0002_A1_C",2
"Map_EV_Other_N0_2023_A2_C",2
"Map_DB_Other_C1_0001_A1_C",2
"Map_EV_Other_N0_0070_B1_C",2
"Map_EV_Other_N0_2004_A1_C",2
"Map_DB_Other_H1_0002_A1_C",2
"Map_DB_Other_H2_0004_A1_C",2
"Map_EV_Gacha_N0_0002_A1_C",2
"Map_EV_Other_N0_0081_A1_C",2
"Map_EV_Other_N0_2007_B1_C",2
"Map_EV_Other_N0_0061_A1_C",2
"Map_EV_Other_N0_1010_A2_C",2
"Map_DB_Other_H2_0005_A1_C",2
"Map_EV_Other_N0_2054_A1_C",2
"BPI_Obj_EvPht010_01_03a_C",2
"Map_EV_Other_N0_2032_A1_C",2
"Map_BB_Other_N0_2003_A1_C",2
"BPI_Obj_Rinyuu_A_C",2
"Map_DB_Other_C3_0002_A1_C",2
"Map_DB_Other_C0_0002_A1_C",2
"Map_EV_Other_N0_2034_A1_C",2
"Map_EV_Other_N0_0050_B1_C",2
"Map_HP_Other_N0_5001_B1_C",2
"Map_EV_Other_N0_2025_A1_C",2
"Map_DB_Other_H2_0001_A1_C",2
"Map_BB_Other_N0_2002_A1_C",2
"Map_EV_Other_N0_2030_A1_C",2
"Map_EV_Other_N0_2028_A1_C",2
"Map_EV_Other_N0_0051_A1_C",2
"Map_EV_Other_N0_2020_A1_C",2
"Map_EV_Other_N0_0060_A1_C",2
"Map_DP_Other_N0_5001_B1_C",2
"Map_EV_Other_N0_0021_B1_C",2
"Map_EV_Other_N0_2060_A1_C",2
"Map_EV_Other_N0_0060_B1_C",2
"Map_DB_Other_R0_0002_A1_C",2
"Map_EV_Other_N0_2035_A1_C",2
"Map_EV_Other_N0_2016_A1_C",2
"Map_HP_Other_N0_5001_A1_C",2
"Map_EV_Other_N0_2044_A1_C",2
"Map_EV_Other_N0_2006_A1_C",2
"Map_EV_Other_N0_0110_A1_C",2
"Map_EV_Other_N0_0021_A1_C",2
"Map_EV_Other_N0_2043_A1_C",2
"Map_EV_Other_N0_0041_A1_C",2
"Map_EV_Other_N0_0030_A1_C",2
"Map_EV_Other_N0_0051_B1_C",2
"Map_EV_Other_N0_2023_A1_C",2
"Map_EV_Other_N0_1010_A1_C",2
"Map_EV_Other_N0_0011_A1_C",2
"Map_EV_Other_N0_1008_A1_C",2
"Map_EV_Other_N0_1011_A1_C",2
"Map_EV_Other_N0_2008_A1_C",2
"Map_DB_Other_H1_0001_A1_C",2
"Map_EV_Other_N0_2002_B1_C",2
"Map_EV_Other_N0_0081_B1_C",2
"Map_EV_Other_N0_0070_A1_C",2
"Map_EV_Other_N0_0050_A1_C",2
"Map_EV_Other_N0_0080_B1_C",2
"Map_BB_Other_N0_1004_B1_C",2
"Map_DP_Other_N0_5001_C1_C",2
"Map_EV_Other_N0_1002_A1_C",2
"Map_EV_Other_N0_0120_A1_C",2
"Map_EV_Other_N0_2003_A1_C",2
"Map_EV_Other_N0_2007_A1_C",2
"Map_EV_Other_N0_0090_A1_C",2
"Map_EV_Other_N0_2045_A1_C",2
"Map_EV_Other_N0_0005_A1_C",2
"BP_City_B_Outdoor_BuildingSet_D_C",2
"Map_EV_Other_N0_2029_A1_C",2
"Map_EV_Other_N0_2002_A1_C",2
"Map_EV_Other_N0_2033_A1_C",2
"Map_EV_Other_N0_0002_A1_C",2
"Map_EV_Other_N0_2026_A1_C",2
"Map_DB_Other_R0_0001_A1_C",2
"Map_DB_Other_H2_0002_A1_C",2
"Map_EV_Other_N0_0031_B1_C",2
"Map_EV_Other_N0_0071_B1_C",2
"Map_EV_Other_N0_2015_A1_C",2
"Map_EV_Other_N0_2005_A1_C",2
"Map_EV_Other_N0_2030_B1_C",2
"Map_SQ_EventSq_N0_0000_A1_C",2
"Map_TB_QPSSnow_N0_1001_A1_C",2
"BP_EnvFX_Snow_C",2
"Map_FB_QPSSnow_N0_1001_A1_C",2
"Map_DP_Cliff_N0_1001_A1_C",2
"Map_EV_Cliff_N0_1003_B1_C",2
"Map_DP_Cliff_N0_2009_A1_C",2
"Map_TP_Cliff_N0_1001_B1_C",2
"Map_DP_Cliff_N0_1003_D1_C",2
"Map_DP_Cliff_N0_1003_E1_C",2
"Map_TP_Cliff_N0_2002_F1_C",2
"Map_TP_Cliff_N0_1001_A1_C",2
"Map_TP_Cliff_N0_2001_D1_C",2
"Map_DP_Cliff_N0_1003_B2_C",2
"Map_DP_Cliff_N0_1003_C1_C",2
"Map_DP_Cliff_N0_1002_A1_C",2
"Map_HP_Cliff_N0_1009_A1_C",2
"Map_DP_Cliff_N0_1002_B1_C",2
"Map_TP_Cliff_N0_2002_G1_C",2
"Map_DP_Cliff_N0_1009_A1_C",2
"Map_TP_Cliff_N0_1001_A2_C",2
"Map_TP_Cliff_N0_2001_C1_C",2
"Map_FP_Cliff_N0_1002_A1_C",2
"Map_DP_Cliff_N0_1003_A1_C",2
"Map_FP_Cliff_N0_2001_A1_C",2
"Map_DP_Cliff_N0_1001_B1_C",2
"Map_TP_Cliff_N0_2002_E1_C",2
"Map_TP_Cliff_N0_2001_A1_C",2
"Map_TP_Cliff_N0_2001_B1_C",2
"Map_FB_Cliff_N0_1001_A1_C",2
"Map_FB_Cliff_N0_1002_A1_C",2
"Map_DP_Cliff_N0_1003_F1_C",2
"Map_FP_Cliff_N0_1001_A1_C",2
"Map_DP_Cliff_N0_1003_G1_C",2
"Map_TP_Cliff_N0_2002_E2_C",2
"Map_TP_Cliff_N0_2002_F2_C",2
"Map_TP_Cliff_N0_1001_C1_C",2
"Map_DP_Cliff_N0_1003_B1_C",2
"Map_EV_Cliff_N0_1003_C1_C",2
"Map_TP_Cliff_N0_1001_B2_C",2
"Map_EV_HellForest_N0_1001_A1_C",2
"Map_TP_HellForest_N0_1001_B1_C",2
"Map_DP_HellForest_N0_1001_C1_C",2
"Map_TP_HellForest_N0_1001_A1_C",2
"Map_FB_HellForest_N0_1001_A1_C",2
"Map_BB_HellForest_N0_1001_B1_C",2
"Map_DP_HellForest_N0_1001_B1_C",2
"Map_DP_HellForest_N0_1001_A1_C",2
"Map_FP_HellCliff_N0_2001_A1_C",2
"Map_DP_HellCliff_N0_2002_C2_C",2
"Map_DP_HellCliff_N0_2002_B2_C",2
"Map_DP_HellCliff_N0_2001_A1_C",2
"Map_DB_HellCliff_N0_2001_A1_C",2
"Map_DP_HellCliff_N0_2001_B1_C",2
"Map_BB_HellCliff_N0_2002_A1_C",2
"Map_TP_HellCliff_N0_2001_B1_C",2
"Map_DP_HellCliff_N0_2002_B3_C",2
"Map_EV_HellCliff_N0_2002_A1_C",2
"Map_DP_HellCliff_N0_2002_C1_C",2
"BPI_Obj_Lamp_Castle_Wall_A_SL2_on_Hell_C",2
"BPI_Obj_Lamp_Castle_Wall_A_SR2_on_Hell_C",2
"Map_DP_HellCliff_N0_2002_B1_C",2
"Map_FB_HellCliff_N0_1001_A1_C",2
"Map_FP_HellCliff_N0_2002_A1_C",2
"Map_DP_HellCliff_N0_2002_A3_C",2
"Map_TP_HellCliff_N0_2001_A1_C",2
"Map_DP_HellCliff_N0_2002_C3_C",2
"BPI_D_Residence_Wall_A_C",2
"Map_DP_HellCliff_N0_2002_B4_C",2
"BP_Forest_A_Outdoor_WaterWheel_B_C",2
"BP_Spinning_Storage_A_C",2
"BPI_EvObj_Pig_A_C",2
"BPi_Fireplace_G_C",2
"BPi_MJSpline_Bridge_C_Double_C",2
"Map_TB_QPSForest_N0_1001_A1_C",2
"Map_DB_QPSForest_N0_1001_A1_C",2
"BP_Forest_A_Outdoor_WaterWheel_B_Broken_C",2
"BPi_MJSpline_Bridge_A_C",2
"BPi_LightStudio_DngFst_A_C",2
"Map_FB_QPSForest_N0_1001_A1_C",2
"BP_RainAddNight_C",2
"Map_FP_HellMount_N0_2001_A1_C",2
"Map_EV_HellMount_N0_2001_B1_C",2
"Map_DB_HellMount_N0_2001_B1_C",2
"Map_DB_HellMount_N0_2001_A1_C",2
"Map_DP_HellMount_N0_2002_B1_C",2
"Map_DP_HellMount_N0_2002_A3_C",2
"Map_TP_HellMount_N0_2001_B1_C",2
"Map_DP_HellMount_N0_2002_A2_C",2
"Map_TP_HellMount_N0_2001_A1_C",2
"Map_DP_HellMount_N0_2002_B3_C",2
"Map_DP_HellMount_N0_2002_A1_C",2
"Map_DP_HellMount_N0_2002_B2_C",2
"Map_FB_HellMount_N0_1001_A1_C",2
"Map_DP_Danas_N0_1003_A1_C",2
"Map_HP_Danas_N0_1001_A1_C",2
"Map_DP_Danas_N0_1001_G1_C",2
"BPI_Danas_N0_1001_A1_AddOffset_C",2
"BPI_Danas_N0_1001_A1_Rotate_C",2
"Map_DP_Danas_N0_1003_B1_C",2
"Map_DP_Danas_N0_1001_D1_C",2
"Map_DP_Danas_N0_1001_E1_C",2
"Map_DP_Danas_N0_1001_B1_C",2
"Map_HP_Danas_N0_1001_A2_C",2
"Map_DP_Danas_N0_1002_A1_C",2
"Map_DP_Danas_N0_1001_C1_C",2
"Map_DP_Danas_N0_1001_A1_C",2
"BPI_Danas_N0_1001_A1_NoRotate_C",2
"Map_EV_Danas_N0_1004_A1_C",2
"Map_DP_Heaven_N0_1002_C1_C",2
"Map_DP_Heaven_N0_1002_D5_C",2
"Map_DP_Heaven_N0_1002_F1_C",2
"Map_DP_Heaven_N0_1002_B1_C",2
"Map_DP_Heaven_N0_1002_E1_C",2
"Map_DP_Heaven_N0_1002_D3_C",2
"Map_DP_Heaven_N0_1002_A1_C",2
"BPI_Obj_Heaven_Gate_Torch_A_C",2
"BPI_Obj_Heaven_Gate_Torch_B_C",2
"Map_DB_Heaven_N0_1001_A1_C",2
"Map_DP_Heaven_N0_1002_D4_C",2
"Map_DP_Heaven_N0_1002_D2_C",2
"Map_DP_Heaven_N0_1002_D1_C",2
"Map_OP_Dice_N0_1001_F1_C",2
"Map_OP_Dice_N0_1001_D1_C",2
"Map_EV_Dice_N0_1001_A1_C",2
"Map_OP_Dice_N0_1001_B1_C",2
"BPI_Obj_EvPht001_01_07a_C",2
"Map_OP_Dice_N0_1001_E1_C",2
"Map_OP_Dice_N0_1001_A1_C",2
"Map_OP_Dice_N0_1001_C1_C",2
"Map_OP_Dice_N0_1001_G1_C",2
"Map_EV_Atsani_N0_0001_A1_C",2
"Map_DP_Atsani_N0_0001_B1_C",2
"Map_EV_Atsani_N0_0004_A1_C",2
"Map_BB_Atsani_N0_0002_A1_C",2
"Map_DP_Atsani_N0_0001_A1_C",2
"Map_EV_Atsani_N0_0003_A1_C",2
"Map_EV_Atsani_N0_0006_A1_C",2
"Map_TP_OblCliff_N0_1001_A1_C",2
"Map_DP_OblCliff_N0_1003_B1_C",2
"Map_TP_OblCliff_N0_1001_B1_C",2
"Map_HP_Jangmi_N0_0002_A1_C",2
"Map_HP_Jangmi_N0_0001_A1_C",2
"Map_HB_Jangmi_N0_0005_A1_C",2
"Map_HP_Jangmi_N0_0003_A1_C",2
"Lv_Gh_All_C",2
"GachaStar6MAXEF_C",2
"GachaGraphicFontMPanel_QPS02_C",2
"GachaGraphicFontMPanel_C",2
"BossScenarioPanel_C",2
"QuestDetailsPanel_C",2
"ClassBoardCPCostPanel_C",2
"ShopDialogClan_C",2
"ClassBoardCPCostPanel_QPS06_C",2
"ClassBoardCPCostChangeBtn_QPS06_C",2
"FCSupportMemberTechInfoParts_C",2
"SortEffectTypeBtnPanel_C",2
"SetingNumPanel_C",2
"EquipWeaponSortToggleBtn_C",2
"FCChDitailTechInfoParts_C",2
"PartyFormationVerticcalBtn_C",2
"DialogExpItemTab_C",2
"ResultItenDialog_C",2
"ResultItemListPanel_C",2
"QuestImproperParts_C",2
"IncenseBurnersRubyCheckPanel_C",2
"AgeVerifPanel_C",2
"NpcTechInfoParts_C",2
"ResultItemList_C",2
"MaterialSellBonusPanel_C",2
"TowerPartyMenu_C",2
"TowerFloorTop_QPS02_C",2
"TowerCharaStatusDetailsList_QPS02_C",2
"TowerFloorTop_C",2
"TowerCharaStatusDetailsList_C",2
"TowerMapTag_C",2
"TowerMissionPanel_C",2
"TowerPartySortPanel_C",2
"Balloon_03_C",2
"Balloon_02_C",2
"Balloon_01_C",2
"TalkText_DeepThink_C",2
"Balloon_05_C",2
"Balloon_06_C",2
"PetBirthCutInWidget_C",2
"PetHTab_C",2
"PetItemListTab_C",2
"PetListTab_C",2
"PetStatusPanel_C",2
"CostCheckPanel_QPS06_C",2
"ClassBoardAbilityBGDecoPanel_QPS06_C",2
"ClassBoardClassUpItemTab_QPS03_C",2
"ClassBoardClassUpItemPanel_C",2
"ClassBoardAbilityEnhanceBonusWidget_QPS06_C",2
"ClassBoardDeathblowStorageBtn_QPS03_C",2
"ClassBoardClassUpItemSwitchBtn_QPS03_C",2
"ClassBoardAbilityWidget_QPS06_C",2
"ClassBoardEnhanceBonusDetailPanel_QPS06_C",2
"EquipCharaStatusMenu_QPS06_C",2
"ClassBoardClassUpItemPanel_QPS03_C",2
"ManuscriptBossEnemyGetTotalPoint_QPS06_C",2
"ManuscriptNextRankRewardPanel_C",2
"StorySelectPanel_C",2
"ManuscriptTopAnim_C",2
"StoryBookWidget_C",2
"BondBookBtn_C",2
"StoryBookTab_C",2
"ManuscriptBossEnemyBannerPanel_QPS06_C",2
"BossEnemySubscriptionBtn02_C",2
"MScoreDetailDIalog_C",2
"ManuscriptAnothrNamePanel_C",2
"ManuscriptRewardPanel_QPS06_C",2
"ManuscriptBossEnemyTotalPointPanel_QPS06_C",2
"ManuscriptNextRankRewardPanel_QPS06_C",2
"ManuscriptTopAnim2_C",2
"ManuscriptPicture_MenuBg_C",2
"ManuscriptPictureSettingBtn_QPS03_C",2
"GachaContPanel2nd_C",2
"GachaContPanel_C",2
"GachaJoinedDeathBlowPanel_C",2
"GachaChNamePanel_C",2
"GachaCampainInfo_C",2
"AutoDungeonTreasureRoomEffectPanel_C",2
"AutoDungeonResultPassPanel03_C",2
"AutoDungeonTotalPointPanel02_C",2
"AutoDungeonStartCrrectionSetPanel_C",2
"AutoDungeonPartySet_C",2
"AutoDungeonResultPassPanel02_C",2
"AutoDungeonResultPassPanel_C",2
"DifficultyBestScorePanel_C",2
"AutoDungeonTreasureGetEffectPanel_C",2
"TreasureGetBackEffectPanel_C",2
"TreasureList_C",2
"AutoDungeonAmuletSlot_C",2
"AutoDungeonChallengeSet_C",2
"AutoDungeonEnhanceAmuletBG_C",2
"AutoDungeonIconPanel_C",2
"AutoDungeonCompletePanel_C",2
"AutoDungeonChallengeTreasurePanel_C",2
"EventCloseBtn_C",2
"TextureRenderTarget2D",2
"HardicapBattleChallengeCardDetailBtn_QPS03_C",2
"HardicapBattleChallengeDetail_QPS3_C",2
"ClearPtRewardGaugePanel_C",2
"HandicapBattleStageTabSet_C",2
"PartyReleaseBtn_C",2
"EnemyStageInfoSet_C",2
"EnemyStageLimitedListPanel_C",2
"LimitedAllINBtn_C",2
"HandicapRewardGaugeLvArrow_C",2
"MinimapRouteImagePlayerWidget_C",2
"MiniMapName_C",2
"MinimapRouteImageWidget_C",2
"UserDefinedStruct",2
"LoupeBtn_C",2
"CommonButton02_C",2
"TimerPanel02_C",2
"OnlyForEquipTag_S_C",2
"CommonWeponRank02_C",2
"InfoBtnM_C",2
"MainMenuBg_C",2
"CircleTopBG_QPS04_C",2
"CommonSynopsisPanel_C",2
"OnlyForEquipTag_C",2
"QPSChangeBtn_C",2
"TutorialBtn_C",2
"FramePanel_C",2
"CommonButton02New_C",2
"MoneyPanelWidget_QPS05_C",2
"FCTechInfoParts_C",2
"FCBtnPanel_C",2
"HagupitMapIconAction_C",2
"FCBtnPanel_QPS_C",2
"FCNpcInfoParts_C",2
"FCBtn_C",2
"BattlePlyControlPanel_C",2
"BattlePlyControlPanel_QPS02_C",2
"BattlePlyControlPanel_QPS_C",2
"BattlePlyControlPanel_QPS03_C",2
"BattleStatusAbilityInfoDetail_C",2
"BattleStatusAbilityNameDetail_C",2
"BattleDeathblowPanel_C",2
"BattleCommandDeathblowPopup_C",2
"BattleDeathblowPanel_QPS03_C",2
"BattleDeathblowPanel_QPS02_C",2
"BattlePlyCommandPanel_QPS02_C",2
"BattlePlyCommandPanel_QPS03_C",2
"BattleResultStatusNew_QPS_C",2
"BattleResultStatusNew_C",2
"ActionCharacterPanel_QPS03_C",2
"BattleBStaParts_C",2
"BattleFStaParts_C",2
"BattlePCommandParts_C",2
"BattleBStaParts_QPS03_C",2
"BattleFStaParts_QPS03_C",2
"BattlePlayerChangeIcon_QPS03_C",2
"BattleStatusDetailPanel_C",2
"BattleStatusAbilityDetailPanel_C",2
"WeakLockBigIcon_C",2
"BattleBStaParts_QPS02_C",2
"BattleFStaParts_QPS02_C",2
"BattleWipeAnimation_AutoDun_C",2
